Cod_Estab,measure_L,measure_M
05-01-0050-43,-1.084,0.249
05-01-0062-43,-0.412,0.0
05-01-0054-43,1.398,0.656
05-01-0054-43,1.542,0.254
05-01-0062-43,0.147,0.265
05-01-0062-43,-0.412,-0.154
05-01-0062-43,1.595,0.254
05-01-0050-43,1.132,0.128
05-01-0050-43,0.262,0.378
05-01-0054-43,1.262,0.433
05-01-0050-43,1.068,0.921
05-01-0050-43,1.132,-0.146
05-01-0054-43,1.595,-0.426
05-01-0050-43,1.694,0.515
05-01-0054-43,0.375,0.505
05-01-0050-43,2.238,0.385
05-01-0062-43,0.262,-0.007
05-01-0062-43,1.595,0.396
05-01-0050-43,0.191,0.134
05-01-0050-43,0.885,-0.088
05-01-0054-43,1.542,0.925
05-01-0054-43,0.715,-0.088
05-01-0050-43,0.885,0.816
05-01-0050-43,2.735,1.797
05-01-0050-43,0.885,-0.007
05-01-0050-43,1.191,0.56
05-01-0062-43,1.132,-0.45
05-01-0050-43,0.534,0.378
05-01-0050-43,0.147,1.057
05-01-0062-43,1.746,0.633
05-01-0050-43,1.694,0.656
05-01-0050-43,1.132,0.433
05-01-0050-43,1.132,-0.286
05-01-0062-43,3.068,0.56
05-01-0054-43,1.068,-0.969
05-01-0062-43,-0.042,-0.299
05-01-0050-43,0.375,-0.154
05-01-0054-43,1.454,1.165
05-01-0050-43,1.007,0.893
05-01-0054-43,0.42,0.128
05-01-0054-43,0.885,0.378
05-01-0050-43,0.885,-2.481
05-01-0062-43,1.454,0.921
05-01-0062-43,-0.467,-0.59
05-01-0054-43,2.238,-0.279
05-01-0062-43,2.466,0.787
05-01-0054-43,1.542,0.893
05-01-0062-43,0.191,-0.436
05-01-0050-43,0.488,0.261
05-01-0050-43,0.83,0.305
05-01-0050-43,2.775,1.062
05-01-0050-43,2.085,0.925
05-01-0050-43,1.32,1.057
05-01-0062-43,0.031,0.249
05-01-0054-43,0.885,0.305
05-01-0050-43,0.601,0.254
05-01-0062-43,3.105,2.182
05-01-0054-43,0.488,0.261
05-01-0054-43,2.283,1.062
05-01-0054-43,2.466,0.249
05-01-0062-43,1.908,0.947
05-01-0062-43,1.191,0.633
05-01-0054-43,1.068,1.081
05-01-0054-43,0.147,-0.138
05-01-0062-43,2.238,-0.088
05-01-0050-43,2.509,0.816
05-01-0062-43,1.859,1.165
05-01-0062-43,0.075,-1.325
05-01-0050-43,1.908,0.657
05-01-0054-43,1.068,0.925
05-01-0050-43,1.542,1.613
05-01-0050-43,1.595,1.027
05-01-0054-43,1.595,0.177
05-01-0054-43,0.262,0.254
05-01-0062-43,1.068,0.046
05-01-0054-43,1.398,0.254
05-01-0050-43,1.191,0.907
05-01-0062-43,1.262,1.361
05-01-0062-43,2.735,0.633
05-01-0050-43,1.007,0.656
20-07-0272-43,0.885,1.197
20-07-0272-43,1.542,0.0
20-07-0300-43,-0.467,-0.677
20-07-0301-43,0.766,-0.147
20-07-0272-43,1.694,0.688
20-07-0272-43,3.554,1.664
20-07-0272-43,1.746,0.645
20-07-0272-43,2.038,1.964
20-07-0300-43,0.885,0.177
20-07-0300-43,1.068,-0.426
20-07-0301-43,1.132,-0.007
20-07-0300-43,0.262,0.645
20-07-0301-43,0.031,0.79
20-07-0272-43,1.454,0.505
20-07-0272-43,1.595,1.613
20-07-0272-43,1.694,0.787
20-07-0272-43,1.908,1.361
20-07-0272-43,1.454,1.041
20-07-0272-43,0.766,0.385
20-07-0272-43,1.908,1.062
20-07-0300-43,0.375,0.79
20-07-0272-43,1.694,0.79
20-07-0300-43,2.466,0.79
20-07-0301-43,2.735,-0.138
20-07-0272-43,0.649,0.79
20-07-0272-43,0.375,-0.743
20-07-0272-43,1.746,0.775
20-07-0272-43,0.534,0.385
20-07-0301-43,0.488,-0.014
20-07-0300-43,0.42,-0.611
20-07-0300-43,0.488,0.12
20-07-0301-43,1.132,0.385
20-07-0272-43,1.262,0.046
20-07-0272-43,2.085,0.787
20-07-0300-43,0.649,0.134
20-07-0272-43,0.262,0.12
20-07-0272-43,1.132,0.925
20-07-0301-43,-0.605,0.177
20-07-0272-43,1.191,0.816
20-07-0272-43,0.147,-1.109
20-07-0272-43,0.42,0.433
20-07-0272-43,2.038,1.782
12-27-0008-43,-0.285,-0.286
12-27-1006-43,0.83,0.0
12-27-1006-43,0.948,0.657
12-27-0005-43,-0.911,0.261
12-27-1006-43,-0.832,-0.58
12-27-0005-43,0.375,-2.072
12-27-0008-43,2.238,0.385
12-27-0008-43,-0.335,-0.58
12-27-0005-43,-0.162,-1.031
12-27-1006-43,0.147,-0.147
12-27-1006-43,-0.832,-1.466
12-27-0005-43,-0.605,-0.783
12-27-0005-43,0.534,1.057
12-27-0008-43,0.375,0.305
12-27-0008-43,1.068,0.925
12-27-0008-43,1.908,1.471
12-27-0008-43,-0.285,-0.519
12-27-1006-43,0.885,-1.685
12-27-0008-43,0.766,0.921
12-27-0008-43,1.132,1.204
12-27-0005-43,-0.412,-0.146
12-27-0005-43,0.488,-1.303
12-27-0008-43,0.948,0.763
12-27-1006-43,-0.335,-1.41
12-27-0005-43,0.948,0.265
12-27-0005-43,-0.412,-0.912
12-27-1006-43,1.007,-0.288
12-27-0008-43,0.147,0.261
12-27-0005-43,0.191,0.254
19-02-1038-43,0.42,1.218
19-02-0090-43,0.534,-0.138
19-02-0090-43,2.283,1.197
19-02-0090-43,2.283,0.79
19-02-0090-43,2.735,2.411
19-02-0090-43,0.601,1.197
19-02-1038-43,-0.087,-0.147
19-02-0912-43,1.859,-0.147
19-02-0912-43,0.031,0.657
19-02-0090-43,-0.412,0.177
19-02-0090-43,-0.832,-0.783
19-02-0090-43,2.085,1.204
19-02-0090-43,0.83,-0.012
19-02-1038-43,1.191,0.525
19-02-1038-43,0.715,-0.154
19-02-0090-43,0.649,0.763
19-02-0912-43,1.746,-0.014
19-02-0090-43,0.534,0.525
19-02-1038-43,1.132,0.79
19-02-0090-43,1.068,-0.969
19-02-0912-43,2.038,1.503
19-02-0912-43,1.007,0.265
19-02-0090-43,1.595,0.385
19-02-0090-43,0.715,1.668
19-02-0090-43,-0.412,-0.677
19-02-0090-43,1.132,0.525
19-02-1038-43,0.534,-1.176
19-02-0912-43,2.735,1.322
19-02-1038-43,0.262,-0.279
19-02-0912-43,0.488,0.433
19-02-1038-43,1.262,0.656
19-02-0090-43,-0.911,-0.912
17-01-0014-43,1.454,0.921
17-01-0009-43,0.305,0.515
17-01-0017-43,1.908,0.505
17-01-0017-43,0.262,0.249
17-01-0017-43,1.068,0.907
17-01-0014-43,1.908,1.664
17-01-0017-43,-0.042,0.305
17-01-0017-43,-0.087,0.046
17-01-0014-43,-0.087,-0.286
17-01-0009-43,1.262,0.515
17-01-0014-43,0.885,1.494
17-01-0017-43,2.085,0.645
17-01-0014-43,0.42,0.122
17-01-0014-43,4.259,2.228
17-01-0017-43,-0.162,-0.288
17-01-0017-43,1.908,0.505
17-01-0014-43,0.766,-0.611
17-01-0014-43,1.454,2.182
17-01-0014-43,0.262,0.394
17-01-0017-43,0.715,0.526
17-01-0009-43,0.375,0.925
17-01-0009-43,0.649,0.947
17-01-0009-43,0.147,0.396
17-01-0009-43,1.454,0.947
17-01-0014-43,1.908,1.057
17-01-0014-43,0.534,0.633
17-01-0009-43,0.031,0.396
17-01-0017-43,1.132,0.921
17-01-0009-43,1.262,0.261
17-01-0014-43,0.885,0.816
17-01-0009-43,1.191,-0.147
17-01-0009-43,-0.162,0.305
17-01-0014-43,2.775,2.224
17-01-0017-43,1.542,1.204
17-01-0014-43,1.694,1.668
17-01-0014-43,2.085,0.775
17-01-0017-43,0.534,0.525
17-01-0017-43,0.262,1.081
17-01-0017-43,1.694,0.515
17-01-0009-43,1.191,1.062
17-01-0009-43,0.305,0.633
17-01-0014-43,1.132,0.128
17-01-0017-43,1.454,0.134
17-01-0017-43,2.238,0.787
17-01-0014-43,0.601,-0.012
17-01-0017-43,1.132,0.305
17-01-0017-43,0.262,1.062
17-01-0017-43,1.859,0.775
17-01-0017-43,1.542,1.165
17-01-0009-43,-0.335,-0.147
17-01-0017-43,0.601,1.503
17-01-0009-43,-0.042,-0.58
17-01-0009-43,0.715,0.515
09-22-0704-43,0.948,0.505
09-22-4042-43,-0.087,-1.109
09-22-4042-43,-0.545,-0.847
09-22-0704-43,0.375,0.0
09-22-4042-43,-1.165,0.645
09-22-0698-43,-1.276,-0.969
09-22-0704-43,2.085,0.893
09-22-0698-43,-0.209,-0.581
09-22-4042-43,-3.245,-1.235
09-22-0698-43,0.191,-0.928
09-22-0704-43,1.262,0.378
09-22-0698-43,-0.605,0.177
09-22-0698-43,0.305,0.775
09-22-0704-43,1.694,0.947
09-22-0698-43,-0.684,-0.59
09-22-0698-43,2.085,1.307
09-22-0698-43,0.147,-1.809
09-22-0698-43,-0.087,0.177
09-22-4042-43,0.031,0.128
09-22-4042-43,-0.335,-0.154
09-22-4042-43,-0.335,-0.286
09-22-0704-43,0.715,0.122
09-22-0698-43,-0.412,-0.138
09-22-0698-43,-0.209,0.265
09-22-0698-43,0.262,-0.45
09-22-0704-43,0.766,0.515
09-22-0704-43,2.038,1.057
09-22-0698-43,0.42,0.385
09-22-0698-43,-0.545,-0.59
09-22-0698-43,0.885,0.433
09-22-0704-43,0.305,0.177
09-22-0698-43,0.262,0.525
09-22-0704-43,1.908,0.921
09-22-0698-43,-0.042,-1.109
09-22-0704-43,1.068,1.204
09-22-0698-43,0.42,-0.012
09-22-0704-43,1.398,0.79
09-22-0698-43,-0.162,-0.369
09-22-0704-43,1.191,0.305
09-22-0698-43,0.885,-0.286
09-22-0698-43,0.147,-0.928
09-22-4042-43,-0.832,-1.56
09-22-4042-43,0.075,-0.59
09-22-0698-43,0.262,-0.743
01-13-8805-43,2.038,0.433
01-13-1864-43,0.948,0.254
01-13-8805-43,0.649,0.907
01-13-1864-43,1.007,0.378
01-13-8805-43,0.885,0.433
01-13-1864-43,0.715,0.688
01-13-1864-43,-0.335,0.128
01-13-8805-43,0.488,0.305
01-13-8805-43,0.885,0.433
01-13-1864-43,1.398,0.787
01-13-1864-43,0.766,0.122
01-13-1864-43,1.542,1.057
01-13-8805-43,1.454,0.305
01-13-1864-43,1.32,-0.007
01-13-1864-43,0.031,-0.847
01-13-8805-43,1.132,0.396
01-13-8805-43,0.766,0.249
01-13-8805-43,2.238,1.503
01-13-8805-43,1.068,1.836
01-13-8805-43,1.007,0.775
01-13-1864-43,4.259,0.947
01-13-1864-43,3.068,1.062
01-13-8805-43,0.262,0.816
01-13-8805-43,0.488,1.503
01-13-8805-43,0.715,0.122
01-13-8805-43,0.948,0.921
01-13-8805-43,1.191,0.0
01-13-8805-43,1.191,0.515
01-13-1864-43,1.191,0.526
01-13-1864-43,0.766,0.249
01-13-8805-43,1.262,0.12
01-13-1864-43,-0.087,-0.146
01-13-1864-43,-0.209,0.265
01-13-8805-43,0.601,0.254
01-13-1864-43,0.649,-0.146
01-13-1864-43,-0.162,-0.611
01-13-1864-43,0.601,-0.43
01-13-8805-43,1.908,0.385
01-13-1864-43,1.398,0.657
01-13-1864-43,0.031,-0.299
01-13-8805-43,0.375,0.378
01-13-8805-43,1.908,1.307
01-13-1864-43,0.42,0.688
01-13-1864-43,0.075,0.433
01-13-1864-43,0.191,0.254
01-13-8805-43,2.283,0.633
01-13-1864-43,0.948,0.645
01-13-8805-43,2.466,1.456
01-13-8805-43,0.715,-0.58
01-13-8805-43,1.694,0.645
01-13-1864-43,1.454,-0.279
01-13-8805-43,0.534,0.046
01-13-8805-43,1.454,0.12
01-13-8805-43,2.283,2.02
01-13-1864-43,0.375,0.526
01-13-1867-43,-0.087,0.134
01-13-1864-43,2.038,1.057
01-13-8805-43,0.601,-0.288
01-13-1864-43,0.031,-0.519
01-13-1864-43,2.238,0.56
01-13-8805-43,1.542,-0.014
01-13-8805-43,1.007,0.525
01-13-1867-43,0.488,0.633
01-13-1867-43,1.191,0.433
01-13-1864-43,2.238,0.775
01-13-1864-43,2.085,1.204
01-13-8805-43,-0.412,0.249
01-13-8805-43,-0.162,0.134
01-13-8805-43,0.766,0.656
01-13-1864-43,0.601,-0.147
01-13-1867-43,-0.087,-0.59
01-13-1864-43,1.542,0.525
01-13-1864-43,-0.335,0.249
01-13-8805-43,-0.042,0.128
01-13-8805-43,-0.042,-0.426
01-13-1864-43,-0.209,0.249
01-13-1864-43,1.398,-0.43
01-13-8805-43,1.191,0.526
01-13-8805-43,0.601,0.128
01-13-1867-43,0.885,2.454
01-13-8805-43,3.52,-0.146
01-13-1867-43,1.859,0.763
01-13-1867-43,2.466,2.411
16-15-1071-43,-0.209,-0.286
16-15-1091-43,-0.042,0.177
16-15-1071-43,-1.276,-4.614
16-15-0057-43,-0.087,-0.288
16-15-1091-43,0.375,-1.031
16-15-0057-43,-0.412,-1.176
16-15-0057-43,0.375,0.134
16-15-0057-43,0.305,-0.147
16-15-0057-43,-0.467,0.378
16-15-1071-43,-0.412,-1.109
16-15-1071-43,-0.335,-0.918
16-15-1091-43,-0.209,-2.191
16-15-1071-43,0.191,-0.146
16-15-0057-43,-0.467,-1.842
16-15-1091-43,-0.832,0.122
16-15-1091-43,-0.335,-0.581
16-15-1071-43,-2.163,-4.465
16-15-0057-43,-0.087,-0.226
16-15-0057-43,-0.991,-0.299
16-15-0057-43,,-0.154
16-15-1091-43,-0.684,0.525
16-15-1071-43,-0.991,-1.325
16-15-0057-43,0.031,0.261
16-15-0057-43,-0.285,-0.928
16-15-0057-43,,-0.928
16-15-1071-43,-0.209,-4.465
16-15-1091-43,-0.752,0.645
16-15-0057-43,-0.042,-0.519
16-15-1091-43,-1.496,-1.109
16-15-0057-43,-0.991,0.656
16-15-0057-43,0.147,-0.43
16-15-1071-43,-0.412,
16-15-1071-43,0.262,-1.737
16-15-1071-43,-0.752,-1.109
16-15-1071-43,0.375,-0.147
16-15-0057-43,-0.209,-0.279
16-15-1091-43,0.075,0.254
16-15-0057-43,-0.467,-0.45
16-15-0057-43,0.42,-0.146
16-15-1091-43,0.375,-0.928
16-15-1091-43,-0.412,-0.146
16-15-1091-43,-0.042,0.12
16-15-1091-43,-0.752,-1.56
16-15-0057-43,-1.579,-0.59
16-15-1091-43,-0.832,-0.012
16-15-1071-43,0.075,-2.525
16-15-1071-43,-0.285,-3.226
16-15-0057-43,-1.165,-1.737
16-15-1071-43,-0.042,-1.466
16-15-0057-43,-0.545,-0.088
16-15-0057-43,-0.335,0.526
16-15-0057-43,-0.412,-0.286
16-15-0057-43,0.375,-1.41
16-15-0057-43,-0.042,-0.519
16-15-0057-43,-0.412,-0.783
16-15-1091-43,0.075,0.122
16-15-1091-43,-0.087,-0.146
16-15-0057-43,0.147,-0.783
16-15-1091-43,-0.209,-0.014
16-15-0057-43,-0.911,-0.007
16-15-0057-43,0.488,-0.677
16-15-0057-43,-0.042,-0.677
16-15-1091-43,-1.496,-1.536
16-15-0057-43,-0.412,-1.098
16-15-1071-43,-0.605,
16-15-1071-43,0.305,0.633
16-15-1091-43,-0.832,-1.466
16-15-0057-43,0.715,-1.56
16-15-1091-43,-0.335,-1.737
16-15-1091-43,-0.162,-0.138
16-15-1091-43,-0.832,0.134
16-15-0057-43,0.031,-1.098
16-15-1071-43,-0.605,-0.59
16-15-0057-43,0.191,-0.743
16-15-1091-43,-0.335,0.261
09-21-0670-43,-0.162,-0.138
09-21-0670-43,-0.335,0.305
09-21-0670-43,0.305,-0.677
09-21-0034-43,0.191,-0.59
09-21-0034-43,-0.605,-0.286
09-21-0667-43,0.191,-0.288
09-21-0667-43,1.32,0.0
09-21-0670-43,-0.467,0.525
09-21-0667-43,0.147,-0.436
09-21-0670-43,-0.162,0.249
09-21-0670-43,-1.276,0.265
09-21-0034-43,-0.832,0.0
09-21-0670-43,-0.087,-0.45
09-21-0667-43,1.191,0.261
09-21-0034-43,0.488,0.505
09-21-0034-43,1.191,0.526
09-21-0667-43,-1.276,-0.369
09-21-0667-43,-0.162,0.122
09-21-0667-43,-0.087,-0.783
09-21-0667-43,-0.991,-0.286
09-21-0034-43,0.948,-0.45
09-21-0667-43,0.262,-1.303
09-21-0670-43,-0.087,0.128
09-21-0667-43,-1.359,-0.847
09-21-0034-43,0.766,0.515
09-21-0670-43,0.191,0.261
09-21-0034-43,0.948,-0.154
09-21-0670-43,0.601,0.526
09-21-0670-43,-0.605,-0.581
09-21-0034-43,0.534,-0.299
09-21-0670-43,0.766,-1.031
09-21-0034-43,0.147,0.394
09-21-0034-43,0.534,0.816
09-21-0670-43,0.147,-0.286
09-21-0670-43,0.534,0.254
09-21-0034-43,-0.209,-0.007
09-21-0670-43,-0.467,-0.138
09-21-0670-43,1.007,1.081
09-21-0670-43,-0.412,-0.45
09-21-0034-43,1.068,0.265
09-21-0034-43,-0.684,-0.088
09-21-0670-43,0.948,1.027
09-21-0034-43,1.132,0.394
09-21-0670-43,0.075,-0.928
09-21-0667-43,-0.042,-0.147
09-21-0667-43,1.542,0.134
09-21-0667-43,0.262,-1.466
09-21-0667-43,-0.042,-0.45
09-21-0667-43,1.859,0.656
09-21-0034-43,0.601,0.947
09-21-0034-43,0.191,0.505
09-21-0667-43,0.375,0.122
09-21-0667-43,0.191,-0.146
15-05-0195-43,-0.087,-0.299
15-05-0189-43,0.305,-0.369
15-05-0189-43,0.375,0.688
15-05-0189-43,1.007,0.656
15-05-0189-43,1.007,0.122
15-05-0195-43,2.085,0.56
15-05-0193-43,0.715,1.503
15-05-0189-43,1.694,0.775
15-05-0195-43,0.715,-0.012
15-05-0195-43,0.42,-0.007
15-05-0193-43,-0.087,-0.426
15-05-0193-43,0.885,0.688
15-05-0189-43,0.147,0.128
15-05-0189-43,0.885,-0.59
15-05-0189-43,0.948,0.505
15-05-0189-43,0.83,0.394
15-05-0193-43,0.42,-0.154
15-05-0189-43,-0.162,-0.59
15-05-0195-43,0.488,-1.109
15-05-0189-43,1.32,0.645
15-05-0195-43,0.191,-1.56
15-05-0189-43,,-0.286
15-05-0189-43,0.375,-1.031
15-05-0193-43,1.32,-0.286
15-05-0195-43,0.191,-0.741
15-05-0189-43,1.132,0.787
15-05-0189-43,0.715,0.396
15-05-0189-43,1.542,0.177
15-05-0189-43,0.375,-0.012
15-05-0195-43,2.085,-0.928
15-05-0193-43,1.859,1.836
15-05-0195-43,0.649,0.046
15-05-0195-43,1.398,0.385
15-05-0189-43,1.908,1.494
15-05-0189-43,1.454,0.645
19-04-0167-43,0.191,1.197
19-04-0133-43,1.262,-1.325
19-04-0167-43,1.542,0.249
19-04-0133-43,0.075,-1.41
19-04-0133-43,2.283,1.041
19-04-0133-43,2.085,0.893
19-04-0133-43,1.132,0.526
19-04-0017-43,1.32,0.305
19-04-0167-43,0.534,0.645
19-04-0017-43,0.147,0.122
19-04-0017-43,0.649,0.925
19-04-0133-43,0.031,0.305
19-04-0017-43,1.068,0.56
19-04-0167-43,0.766,1.081
19-04-0133-43,1.542,-0.014
19-04-0133-43,0.885,0.12
19-04-0017-43,0.948,0.921
19-04-0167-43,1.132,-0.007
19-04-0167-43,1.859,1.797
19-04-0167-43,0.488,0.763
19-04-0133-43,0.375,0.688
19-04-0167-43,1.32,1.027
19-04-0167-43,1.262,0.921
19-04-0017-43,3.105,1.664
19-04-0017-43,1.859,0.526
19-04-0167-43,1.191,0.385
19-04-0133-43,0.075,-2.024
19-04-0017-43,0.534,0.0
19-04-0167-43,0.305,0.56
19-04-0017-43,1.132,1.471
19-04-0017-43,0.649,1.837
19-04-0133-43,2.038,1.197
19-04-0133-43,-0.911,-2.024
19-04-0133-43,0.42,-0.286
19-04-0167-43,-0.209,0.394
19-04-0167-43,1.068,0.656
19-04-0017-43,1.542,1.062
19-04-0167-43,1.132,0.525
19-04-0133-43,1.068,0.79
19-04-0167-43,-0.042,-0.088
19-04-0167-43,1.595,1.081
19-04-0017-43,0.766,0.046
19-04-0167-43,0.83,0.254
19-04-0017-43,0.649,0.633
19-04-0133-43,2.238,1.218
19-04-0133-43,0.191,0.56
19-04-0167-43,1.595,0.525
19-04-0167-43,1.746,2.228
19-04-0167-43,1.007,0.385
19-04-0133-43,0.948,0.12
19-04-0167-43,1.454,0.787
19-04-0017-43,1.454,1.041
19-04-0167-43,-0.087,0.787
19-04-0017-43,0.375,-0.286
19-04-0133-43,1.32,0.261
19-04-0167-43,-0.162,-0.147
19-04-0017-43,0.147,0.526
19-04-0017-43,1.746,0.249
19-04-0133-43,0.649,-1.325
19-04-0133-43,1.191,-0.138
19-04-0133-43,0.375,-0.59
19-04-0167-43,-0.087,-1.235
19-04-0133-43,1.32,0.396
05-08-0418-43,-0.832,-2.146
05-08-0411-43,1.859,0.947
05-08-0404-43,1.746,0.515
05-08-0411-43,0.885,0.921
05-08-0418-43,-0.162,-0.299
05-08-0411-43,-0.684,0.177
05-08-0404-43,0.715,0.56
05-08-0418-43,0.262,-0.436
05-08-0404-43,1.859,0.907
05-08-0404-43,1.398,0.505
05-08-0418-43,0.305,-0.014
05-08-0418-43,0.601,-0.226
05-08-0411-43,1.262,0.12
05-08-0404-43,-0.087,-1.536
05-08-0418-43,-0.209,0.656
05-08-0411-43,1.32,1.204
05-08-0418-43,-0.285,-0.369
05-08-0418-43,-0.162,-0.286
05-08-0418-43,0.075,0.525
05-08-0418-43,-0.209,-0.519
05-08-0418-43,1.454,0.515
05-08-0404-43,0.534,-1.117
05-08-0411-43,1.859,0.12
05-08-0411-43,1.542,1.204
05-08-0411-43,0.766,1.057
05-08-0411-43,1.32,0.947
05-08-0404-43,0.83,-0.226
05-08-0411-43,-0.285,0.134
05-08-0418-43,1.542,0.265
05-08-0411-43,0.601,0.525
05-08-0411-43,0.885,1.062
05-08-0418-43,0.601,0.921
05-08-0418-43,0.715,-0.677
05-08-0411-43,0.83,0.787
05-08-0411-43,0.191,0.816
05-08-0418-43,-0.285,-0.088
05-08-0404-43,1.007,-0.369
05-08-0404-43,2.038,0.763
05-08-0411-43,0.649,0.254
05-08-0418-43,-0.832,-1.685
05-08-0418-43,-0.684,-1.41
05-08-0418-43,0.534,0.79
05-08-0411-43,1.398,1.204
05-08-0411-43,-0.087,0.249
05-08-0411-43,-0.087,0.265
05-08-0404-43,1.132,0.688
05-08-0418-43,0.031,-1.561
05-08-0404-43,-0.991,-4.465
05-08-0404-43,0.83,0.378
05-08-0411-43,1.454,1.494
05-08-0411-43,0.885,0.907
05-08-0411-43,0.601,0.378
05-08-0411-43,2.085,1.041
05-08-0411-43,0.715,0.265
05-08-0404-43,-0.832,-1.56
05-08-0418-43,0.031,0.128
05-08-0418-43,-0.684,-0.918
05-08-0404-43,1.398,-0.369
05-08-0418-43,0.715,0.921
05-08-0404-43,1.007,0.261
05-08-0411-43,1.746,1.361
05-08-0411-43,0.83,-0.007
05-08-0411-43,1.32,0.122
05-08-0411-43,0.715,0.633
05-08-0411-43,1.694,-0.012
05-08-0411-43,2.085,0.947
05-08-0411-43,0.488,0.12
05-08-0404-43,-0.087,0.0
05-08-0411-43,0.075,0.79
05-08-0411-43,1.132,0.122
05-08-0418-43,0.948,0.505
05-08-0411-43,1.542,1.081
05-08-0404-43,-0.162,-3.376
05-08-0411-43,1.595,1.041
05-08-0404-43,-1.084,-2.601
05-08-0404-43,-0.467,-0.918
05-08-0404-43,-0.087,-0.59
05-08-0404-43,-0.752,-3.226
05-08-0404-43,2.283,2.411
05-08-0404-43,0.075,-1.109
05-08-0404-43,-0.087,-0.436
05-08-0418-43,-0.335,0.249
05-08-0418-43,0.766,-0.147
05-08-0418-43,1.746,1.204
02-01-0005-43,2.085,1.027
02-01-0005-43,1.068,-0.369
02-01-0016-43,0.191,0.122
02-01-0005-43,1.068,0.947
02-01-0017-43,-0.684,-0.138
02-01-0005-43,1.068,0.925
02-01-0005-43,1.595,0.787
02-01-0016-43,1.007,0.763
02-01-0005-43,1.595,0.396
02-01-0017-43,0.075,0.645
02-01-0005-43,1.542,0.657
02-01-0005-43,0.885,0.56
02-01-0005-43,1.694,3.012
02-01-0016-43,1.746,1.322
02-01-0016-43,2.466,2.454
02-01-0005-43,0.601,0.907
02-01-0016-43,0.83,0.947
02-01-0005-43,0.191,-1.176
02-01-0005-43,1.454,0.394
02-01-0016-43,1.694,1.494
02-01-0017-43,1.068,0.816
02-01-0016-43,0.488,-0.147
02-01-0005-43,1.32,0.775
02-01-0005-43,0.766,0.433
02-01-0005-43,2.775,0.525
02-01-0005-43,1.007,0.633
02-01-0016-43,0.766,1.35
02-01-0005-43,0.534,0.656
02-01-0005-43,1.454,1.782
02-01-0005-43,2.283,1.629
02-01-0016-43,-0.209,0.249
02-01-0016-43,1.32,0.656
02-01-0005-43,-0.087,0.816
02-01-0005-43,-0.087,0.12
02-01-0016-43,1.068,0.433
02-01-0017-43,-0.162,0.046
02-01-0005-43,1.694,1.456
02-01-0005-43,-0.285,-0.279
02-01-0016-43,2.466,0.947
02-01-0016-43,1.908,0.79
02-01-0017-43,-0.087,0.261
02-01-0005-43,1.859,0.505
02-01-0016-43,1.694,1.027
02-01-0005-43,2.509,1.503
02-01-0016-43,0.42,0.526
02-01-0017-43,0.715,0.79
02-01-0016-43,0.262,1.057
02-01-0017-43,0.191,-0.226
02-01-0005-43,1.398,0.925
02-01-0017-43,0.075,-0.147
02-01-0005-43,2.735,1.664
02-01-0017-43,0.147,0.249
02-01-0017-43,-0.545,0.261
02-01-0017-43,1.262,0.525
02-01-0017-43,0.031,0.396
02-01-0017-43,0.147,-0.154
02-01-0005-43,3.554,1.494
02-01-0016-43,0.191,0.657
02-01-0017-43,-0.605,-0.147
02-01-0005-43,2.238,1.081
02-01-0017-43,-0.467,0.656
02-01-0016-43,3.105,1.797
02-01-0005-43,2.038,1.179
02-01-0016-43,3.068,0.907
02-01-0017-43,0.191,-0.014
02-01-0005-43,1.262,0.656
06-11-0335-43,-0.209,-0.59
06-11-0335-43,1.262,0.122
06-11-0031-43,0.42,-0.288
06-11-0335-43,0.262,0.0
06-11-0345-43,0.534,-1.466
06-11-0345-43,0.262,0.657
06-11-0345-43,0.534,0.79
06-11-0345-43,-0.162,-3.264
06-11-0345-43,1.262,-0.154
06-11-0345-43,1.32,1.613
06-11-0031-43,-0.412,0.046
06-11-0031-43,1.191,0.0
06-11-0335-43,-0.162,0.254
06-11-0335-43,1.694,0.128
06-11-0335-43,-0.832,0.134
06-11-0335-43,-0.605,-1.098
06-11-0345-43,-0.042,-0.754
06-11-0345-43,0.262,-0.154
06-11-0345-43,1.007,0.134
06-11-0335-43,0.262,0.122
06-11-0335-43,-0.285,-0.226
06-11-0335-43,0.031,1.218
06-11-0345-43,1.068,0.893
06-11-0335-43,1.32,0.79
06-11-0345-43,0.305,-0.519
06-11-0031-43,1.908,0.763
06-11-0335-43,-0.412,-0.147
06-11-0345-43,-0.087,-3.42
06-11-0345-43,1.398,0.921
06-11-0345-43,1.191,-0.43
06-11-0345-43,0.488,-0.288
06-11-0345-43,2.085,0.122
13-01-0008-43,-0.162,-0.088
13-01-0006-43,-0.042,-0.154
13-01-0008-43,1.542,0.656
13-01-0025-43,1.132,-0.088
13-01-0025-43,1.454,0.657
13-01-0025-43,1.908,1.35
13-01-0008-43,3.068,1.836
13-01-0025-43,2.466,1.307
13-01-0008-43,1.595,0.947
13-01-0008-43,3.554,0.525
13-01-0006-43,1.262,1.218
13-01-0008-43,3.105,1.837
13-01-0006-43,-0.832,-0.012
13-01-0025-43,-0.335,-0.226
13-01-0008-43,0.885,0.526
13-01-0008-43,2.085,-0.286
13-01-0008-43,-0.467,0.12
13-01-0008-43,2.466,2.182
13-01-0025-43,0.305,-0.299
13-01-0008-43,0.885,0.633
13-01-0025-43,0.83,1.35
13-01-0008-43,0.83,0.385
13-01-0006-43,0.375,0.046
13-01-0008-43,0.534,0.775
